D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
23-Apr-15,436N,2297N,,Nuit,,5180,3,30-Apr-15,,
02-Aug-14,44J,269J,,Jour,,1496J,7,20-Aug-14,,
02-Aug-14,458N,2301N,,Nuit,,204J,4,04-Apr-18,,
10-Mar-15,537N,1887J,,Nuit,,19J,3,14-Mar-16,,
02-Aug-14,558J,1878J,,Jour,,122J,6,21-Aug-14,,
14-Jan-15,584N,332N,,Nuit,,1823N,1,08-Jun-16,,
02-Aug-14,631N,2303N,,Nuit,,1825N,4,11-Aug-14,,
02-Aug-14,766N,2305N,,Nuit,,1341N,1,22-Aug-14,,
07-Jan-16,824N,2030N,,Nuit,,905N,2,21-Aug-16,,
10-May-15,834J,1875J,,Jour,,149J,6,12-Jun-16,,
09-Jul-15,835N,6050,,Nuit,,6014,2,02-May-16,,
02-Aug-14,887J,551J,,Jour,,513N,6,28-Oct-14,,
02-Aug-14,891J,1899J,,Jour,,720J,4,06-Jan-15,,
02-Aug-14,891J,1900J,,Jour,,720J,5,22-Sep-14,,
11-May-15,910J,624J,,Jour,,,7,06-Mar-16,,
02-Aug-14,94J,1874J,,Jour,,761J,7,05-Nov-14,,
02-Aug-14,98N,2308N,,Nuit,,1379J,3,21-Nov-14,,
03-Aug-14,100N,2309N,,Nuit,,2120N,3,24-Nov-14,,
03-Aug-14,174J,328J,,Jour,,1884J,7,30-Apr-15,,
03-Aug-14,241N,705N,,Nuit,,,1,25-Jan-16,,
20-Jan-16,324J,4905,,Jour,,6165,3,24-Jan-16,,
03-Aug-14,334J,987J,,Jour,,1937J,6,07-Oct-14,,
03-Aug-14,366J,1883J,,Jour,,1928J,5,01-Mar-15,,
03-Aug-14,410N,2310N,,Nuit,,4835,1,30-Apr-15,,
03-Aug-14,546J,545J,,Jour,,1787J,7,29-Nov-14,,
03-Aug-14,760J,1882J,,Jour,,1812J,6,18-Sep-14,,
03-Sep-15,767J,1921J,,Jour,,413N,6,10-Feb-16,,
03-Aug-14,785J,930J,,Jour,,463J,6,06-Aug-14,,
03-Nov-15,821N,2335N,,Nuit,,,6,17-Mar-16,,
04-Aug-14,1009N,697N,,Nuit,,1866J,2,17-Dec-14,,
04-Aug-14,159N,1062N,,Nuit,,1571N,2,24-Aug-14,,
04-Aug-14,200N,2324N,,Nuit,,154N,2,24-Aug-14,,
04-Aug-14,205N,5561,,Nuit,,1044J,1,20-Mar-16,,
04-Aug-14,240N,568N,,Nuit,,204J,1,08-Jan-19,,
03-Aug-16,36N,369N,,Nuit,,55N,4,29-Jan-17,,
04-Aug-14,371J,1903J,,Jour,,1867J,7,31-Jan-15,,
03-Mar-15,431N,0,,Nuit,,207N,4,30-Mar-15,,
04-Aug-14,439N,1140N,,Nuit,,2208N,1,22-Aug-14,,
04-Aug-14,468J,1078J,,Jour,,J,5,26-Nov-14,,
04-Aug-14,59J,1045J,,Jour,,293J,2,04-Nov-14,,
04-Aug-14,64J,535J,,Jour,,71J,7,18-Feb-15,,
04-Aug-14,664N,2290N,,Nuit,,156N,3,23-Oct-14,,
04-Aug-14,682N,1382N,,Nuit,,2313N,2,23-Sep-14,,
14-Aug-15,682N,6122,,Nuit,,6158,1,08-May-16,,
04-Aug-14,695N,1384N,,Nuit,,26N,1,19-Apr-17,,
04-Aug-14,735J,1114J,,Jour,,1524J,5,13-Aug-14,,
04-Aug-14,742N,,,Nuit,,,1,26-Jul-16,,
04-Aug-14,866N,2109N,,Nuit,,1540N,2,24-Nov-14,,
20-Jun-15,880N,5928,,Nuit,,6514,1,10-Feb-16,,
04-Aug-14,890J,1143J,,Jour,,,4,18-Aug-15,,
12-Apr-15,909N,2323N,,Nuit,,4620,2,30-Jun-15,,
04-Aug-14,915J,1951J,,Jour,,804J,5,18-Feb-15,,
12-Nov-15,142N,2336N,,Nuit,,944N,1,12-Oct-16,,
05-Aug-14,143N,491N,,Nuit,,1477J,2,01-Jan-15,,
11-Apr-15,162N,2343N,,Nuit,,6401,2,21-Apr-16,,
05-Aug-14,229N,1756N,,Nuit,,1942N,3,25-Aug-14,,
05-Aug-14,239J,516J,,Jour,,1999J,7,26-Nov-14,,
22-Jun-15,266J,1897J,,Jour,,5601,7,10-Mar-16,,
05-Aug-14,314N,369N,,Nuit,,998N,2,28-Oct-14,,
05-Aug-14,318J,1905J,,Jour,,166J,6,22-Aug-14,,
05-Aug-14,368J,767J,,Jour,,88J,5,25-Aug-14,,
05-Aug-14,392J,1894J,,Jour,,148J,7,25-Aug-14,,
05-Aug-14,397N,2042N,,Nuit,,81N,2,20-Feb-15,,
05-Aug-14,399J,309J,,Jour,,1353J,7,07-Aug-14,,
05-Aug-14,407J,447J,,Jour,,1547J,5,06-Aug-14,,
13-Apr-15,408N,805N,,Nuit,,6435,2,02-Feb-16,,
05-Aug-14,434N,786N,,Nuit,,2320N,2,23-Aug-14,,
05-Aug-15,470N,4717,,Nuit,,,4,28-Jan-16,,
13-Aug-15,486J,1197J,,Jour,,5548,6,17-Apr-16,,
05-Aug-14,489N,1938N,,Nuit,,2288N,2,28-Feb-15,,
05-Aug-14,559J,696J,,Jour,,1863J,6,18-Oct-14,,
12-Nov-15,564J,1898J,,Jour,,6283,5,25-May-16,,
05-Aug-14,570J,1904J,,Jour,,804J,7,01-Sep-14,,
05-Aug-14,580J,1902J,,Jour,,1710J,7,22-Oct-14,,
05-Aug-14,604N,2006N,,Nuit,,6719,2,14-Mar-16,,
05-Aug-14,654N,2325N,,Nuit,,2236N,2,25-Aug-14,,
16-Aug-15,657J,1895J,,Jour,,23J,7,03-Feb-16,,
05-Aug-14,81N,1180N,,Nuit,,1942N,2,23-May-16,,
05-Aug-14,837N,586N,,Nuit,,15N,1,21-Aug-14,,
05-Aug-14,894N,450N,,Nuit,,4634,2,31-Oct-14,,
13-Jul-15,896N,831N,,Nuit,,6350,2,02-Feb-16,,
05-Aug-14,906J,362J,,Jour,,J,,22-Aug-14,,
10-May-15,1020N,2267N,,Nuit,,6151,2,25-Apr-16,,
06-Aug-14,1023N,2276N,,Nuit,,N,,14-Sep-14,,
06-Aug-14,225N,2344N,,Nuit,,N,,31-Aug-14,,
06-Aug-14,619J,1952J,,Jour,,199J,6,21-Aug-14,,
06-Aug-14,714N,2346N,,Nuit,,1690N,3,24-Jan-15,,
06-Aug-14,742J,856J,,Jour,,565J,6,26-Aug-14,,
06-Aug-14,879N,2183N,,Nuit,,1507N,1,26-Aug-14,,
06-Aug-14,887N,2218N,,Nuit,,2246N,1,10-Aug-14,,
07-Aug-14,137N,6280,,Nuit,,6013,5,13-Apr-16,,
07-Aug-14,142N,527N,,Nuit,,2200N,6,26-Aug-14,,
09-Jan-16,294N,1559N,,Nuit,,,1,20-Jun-16,,
14-Jun-15,663J,857J,,Jour,,1853J,6,06-Mar-16,,
07-Aug-14,702J,1238J,,Jour,,5412,5,16-Feb-16,,
07-Aug-14,756J,1950J,,Jour,,901J,7,10-Nov-14,,
07-Aug-14,788J,1112J,,Jour,,1014J,1,27-Aug-14,,
14-Jun-15,798J,4559,,Jour,,6632,6,25-Feb-16,,
07-Aug-14,818J,1840J,,Jour,,1490N,6,09-Oct-16,,
07-Aug-14,942N,2348N,,Nuit,,1023N,2,05-Mar-15,,
26-Oct-15,166J,6245,,Jour,,1809J,7,08-Jun-16,,
08-Aug-14,221J,628J,,Jour,,1946J,6,11-Dec-14,,
08-Aug-14,375J,1954J,,Jour,,1799J,5,31-Dec-14,,
08-Aug-14,403N,807N,,Nuit,,1641N,4,28-Aug-14,,
08-Aug-14,407J,1947J,,Jour,,1547J,5,25-Aug-14,,
26-Jun-15,450N,833N,,Nuit,,1490N,2,28-Jul-16,,
20-Jan-16,471N,1946J,,Nuit,,2350N,3,22-Jan-16,,
18-Dec-15,585N,252N,,Nuit,,1185J,2,02-Feb-16,,
08-Aug-14,588N,1422N,,Nuit,,311N,2,27-Jul-15,,
08-Apr-15,689N,2353N,,Nuit,,5634,1,13-Apr-16,,
08-Aug-14,740J,1947J,,Jour,,765J,4,09-Aug-14,,
13-Oct-15,75N,634N,,Nuit,,1517N,3,06-Jul-16,,
08-Aug-14,810N,2352N,,Nuit,,1662N,3,14-Oct-14,,
08-Aug-14,902N,2361N,,Nuit,,5130,1,23-May-16,,
09-Aug-14,751J,1956J,,Jour,,19J,6,20-Mar-16,,
28-Jul-15,14N,4999,,Nuit,,6607,2,12-Jul-16,,
10-Aug-14,515N,2356N,,Nuit,,2225N,3,22-Aug-14,,
10-Aug-14,622J,309J,,Jour,,6445,3,09-Feb-16,,
10-Aug-14,710N,1745N,,Nuit,,1674N,5,16-Mar-15,,
08-Nov-15,896N,6436,,Nuit,,,4,02-Feb-16,,
05-Mar-15,902J,844J,,Jour,,,7,08-Feb-16,,
10-Aug-14,917J,447J,,Jour,,J,,16-Aug-14,,
11-Aug-14,353N,1377N,,Nuit,,1540N,4,05-Oct-14,,
08-Jun-15,414N,2378N,,Nuit,,6565,2,22-May-16,,
10-Aug-15,44N,2362N,,Nuit,,1576N,3,09-May-16,,
31-Aug-15,466N,320N,,Nuit,,4518,1,01-Feb-16,,
11-Aug-14,55J,1976J,,Jour,,5150,7,30-Jun-15,,
11-Aug-14,590N,2406N,,Nuit,,2391N,5,22-Aug-14,,
11-Aug-14,748N,2363N,,Nuit,,1419N,1,15-Aug-14,,
11-Aug-14,887N,710N,,Nuit,,2246N,3,22-Aug-14,,
12-Aug-14,10N,2368N,,Nuit,,1517N,1,02-Sep-14,,
12-Aug-14,142J,579J,,Jour,,179J,7,31-Aug-14,,
12-Aug-14,177J,1268J,,Jour,,292J,7,01-Sep-14,,
12-Aug-14,189N,2372N,,Nuit,,5736,1,11-Dec-16,,
12-Aug-14,213J,1980J,,Jour,,39J,5,10-May-16,,
12-Aug-15,228J,1979J,,Jour,,1509J,5,10-Jul-16,,
11-Aug-15,26J,1975J,,Jour,,1338J,6,06-Jul-16,,
12-Aug-14,473N,2374N,,Nuit,,4951,4,20-Feb-15,,
12-Aug-14,514J,1983J,,Jour,,1430J,1,07-Dec-14,,
12-Aug-14,515N,2366N,,Nuit,,N,5,22-Aug-14,,
12-Aug-14,544N,2401N,,Nuit,,2247N,1,04-Nov-14,,
12-Aug-14,631N,2373N,,Nuit,,1825N,4,08-Sep-14,,
12-Aug-14,642J,1984J,,Jour,,1406J,6,06-Dec-14,,
11-Aug-15,732J,1982J,,Jour,,,7,31-Jan-16,,
12-Aug-14,740J,1974J,,Nuit,,1345J,7,11-Aug-14,,
12-Aug-14,870N,2370N,,Nuit,,2141N,4,12-Sep-14,,
12-Aug-14,872N,2375N,,Nuit,,944N,4,31-Aug-14,,
21-Jul-15,9N,2369N,,Nuit,,5999,1,10-Aug-15,,
13-Aug-14,1026N,2376N,,Nuit,,N,,17-Aug-14,,
13-Aug-14,112N,293N,,Nuit,,1526N,1,03-Sep-14,,
13-Aug-14,1J,1981J,,Jour,,140J,6,18-Oct-14,,
13-Aug-15,722N,2379N,,Nuit,,5930,1,01-Sep-15,,
13-Aug-15,892N,2377N,,Nuit,,1536N,2,07-Aug-16,,
14-Aug-14,100J,1850J,,Jour,,2003J,1,16-Sep-14,,
14-Aug-14,147N,331N,,Nuit,,1503N,2,27-Aug-14,,
14-Nov-15,51N,6454,,Nuit,,413N,3,10-Feb-16,,
14-Aug-14,541J,416J,,Jour,,24J,5,03-Sep-14,,
22-Jan-15,735J,420J,,Jour,,1524J,5,15-Jun-17,,
14-Aug-14,880J,1309N,,Jour,,804J,4,12-Feb-15,,
25-Dec-15,1028N,455N,,Nuit,,1547J,4,14-Feb-16,,
15-Aug-14,1029N,2383N,,Nuit,,1850N,3,13-Dec-14,,
15-Aug-14,107J,2001J,,Jour,,1615J,6,03-Sep-14,,
15-Aug-14,131J,1319J,,Jour,,4J,6,03-Sep-14,,
15-Aug-14,168N,662N,,Nuit,,1607N,3,03-Sep-14,,
15-Aug-14,199J,1160J,,Jour,,1546J,7,06-Oct-14,,
15-Aug-14,354N,2384N,,Nuit,,1902N,4,05-Sep-14,,
15-Aug-14,361N,2382N,,Nuit,,5764,2,07-Apr-16,,
15-Aug-14,400N,2363N,,Nuit,,1419N,1,20-Dec-14,,
15-Aug-14,413J,1876J,,Jour,,1742J,6,03-Sep-14,,
06-Nov-15,542N,460J,,Nuit,,2161N,2,31-Jul-16,,
15-Aug-14,566J,1995J,,Jour,,1797J,6,09-Oct-14,,
15-Aug-14,586N,2389N,,Nuit,,87N,1,04-Sep-14,,
15-Aug-14,62N,2387N,,Nuit,,90N,3,23-Aug-14,,
15-Aug-14,654J,1991J,,Jour,,45J,6,04-Sep-14,,
15-Aug-14,654J,1991J,,Jour,,45J,6,15-Aug-14,,
15-Aug-14,738J,1993J,,Jour,,2143N,1,08-Feb-16,,
14-Jan-16,748N,6569,,Nuit,,,7,24-Jan-16,,
15-Aug-14,942N,286N,,Nuit,,6003,4,24-Feb-16,,
15-Aug-14,96J,1996J,,Jour,,147J,5,08-Sep-14,,
16-Aug-14,374N,2036N,,Nuit,,1320N,7,14-Dec-14,,
03-Feb-15,417J,1997J,,Jour,,,1,26-Feb-15,,
16-Aug-14,502N,2385N,,Nuit,,1778N,3,11-Sep-14,,
25-Jul-15,544J,1998J,,Jour,,149J,4,25-Jul-16,,
17-Aug-14,223N,2390N,,Nuit,,71N,2,06-Sep-14,,
17-Aug-14,341J,2002J,,Jour,,1524J,1,28-Feb-15,,
17-Aug-14,483J,2007J,,Jour,,,7,08-Jan-15,,
20-Nov-15,604J,4590,,Jour,,54J,7,24-Jan-16,,
17-Aug-14,917J,579J,,Jour,,J,,18-Aug-14,,
18-Aug-14,1007N,2275N,,Nuit,,2391N,1,26-Aug-14,,
18-Aug-14,147N,433N,,Nuit,,,1,25-Jan-16,,
18-Aug-14,338N,1354N,,Nuit,,1754N,1,07-Jan-15,,
18-Aug-14,382N,713N,,Nuit,,306N,1,09-Sep-14,,
18-Aug-14,397N,1083N,,Nuit,,2250N,1,02-Jan-15,,
30-Jul-15,406N,884N,,Nuit,,4941,1,11-Jul-18,,
04-Jun-15,438N,5853,,Nuit,,2398N,2,03-Feb-16,,
18-Aug-14,455J,976J,,Jour,,4489,6,02-Sep-14,,
18-Aug-14,557J,2004J,,Jour,,1472J,7,09-Sep-14,,
18-Aug-14,661J,1251J,,Jour,,1446J,4,06-Sep-14,,
18-Aug-14,761N,2047N,,Nuit,,1237N,1,10-Feb-15,,
18-Aug-14,781N,1743N,,Nuit,,2397N,1,02-Sep-14,,
19-Aug-14,196J,2010J,,Jour,,1793J,6,21-Aug-14,,
19-Aug-14,241J,670J,,Jour,,1957J,5,02-Sep-14,,
19-Aug-14,556N,2400N,,Nuit,,6512,4,11-Feb-16,,
31-Oct-15,917J,303J,,Jour,,6635,7,11-Apr-16,,
19-Aug-14,93N,357N,,Nuit,,1458N,2,26-Aug-14,,
20-Aug-14,1032N,2405N,,Nuit,,5764,4,07-Apr-16,,
10-May-15,1033N,5720,,Nuit,,2230N,4,09-Feb-16,,
20-Aug-14,1035N,1240N,,Nuit,,N,5,05-Sep-14,,
20-Aug-14,1035N,1429N,,Nuit,,1441J,2,30-Nov-14,,
20-Aug-14,280N,2423N,,Nuit,,1803N,3,28-Mar-15,,
08-Sep-15,337J,5741,,Jour,,,6,09-Feb-16,,
20-Aug-14,572N,1940N,,Nuit,,2077N,1,03-Sep-14,,
20-Aug-14,728J,2018J,,Jour,,118J,7,09-Sep-14,,
16-Aug-15,770J,2015J,,Jour,,6686,7,27-Jul-16,,
21-Aug-14,110N,2413N,,Nuit,,109N,3,02-Mar-16,,
21-Aug-14,196J,481J,,Jour,,1443J,6,08-Mar-15,,
21-Aug-14,409N,2415N,,Nuit,,2152N,2,18-Jan-15,,
21-Aug-15,44J,310J,,Jour,,1496J,7,01-Aug-16,,
21-Aug-14,511N,366N,,Nuit,,311N,3,21-Sep-14,,
21-Sep-15,558J,401J,,Jour,,1211J,6,04-Sep-16,,
21-Aug-14,619J,2010J,,Jour,,199J,6,10-Nov-14,,
21-Aug-14,720J,2027J,,Jour,,1726J,1,10-Sep-14,,
21-Aug-14,815N,2416N,,Nuit,,1291N,2,21-Aug-14,,
03-Aug-15,837N,320N,,Nuit,,1379J,1,31-Aug-15,,
21-Aug-14,908N,2410N,,Nuit,,1464N,1,30-Sep-14,,
21-Aug-14,998N,0,,Nuit,,6532,1,23-May-16,,
22-Aug-14,128N,2421N,,Nuit,,1227N,3,31-Dec-14,,
22-Aug-14,163N,2406N,,Nuit,,10N,1,10-Sep-14,,
22-Aug-14,163N,2418N,,Nuit,,132N,3,09-Sep-14,,
04-Dec-15,227N,458N,,Nuit,,5943,2,16-Feb-16,,
22-Aug-14,253N,2420N,,Nuit,,5003,3,11-Apr-16,,
22-Aug-14,27J,450J,,Jour,,1557J,2,11-Sep-14,,
13-Sep-15,318J,731J,,Jour,,26N,6,17-Aug-16,,
01-Jul-15,347J,547J,,Jour,,4620,7,31-Jan-16,,
31-Oct-15,34J,,,Jour,,,7,12-Apr-16,,
22-Aug-14,390J,1290J,,Jour,,761J,2,05-Jan-15,,
22-Aug-14,394N,710N,,Nuit,,,2,07-Feb-15,,
25-Dec-15,47J,2031J,,Jour,,413N,5,10-Feb-16,,
22-Aug-14,4N,2417N,,Nuit,,1620N,2,12-Sep-14,,
17-Nov-15,565J,6469,,Jour,,,7,28-Jan-16,,
22-Aug-14,606N,742N,,Nuit,,1537N,4,12-Sep-14,,
22-Aug-14,683N,2411N,,Nuit,,1902N,3,30-Sep-14,,
01-Jun-15,774J,4693,,Jour,,6636,7,22-Mar-16,,
22-Aug-14,789J,1165J,,Jour,,6659,7,31-Jan-16,,
22-Aug-14,815N,2182N,,Nuit,,1291N,2,27-Oct-14,,
22-Aug-14,820J,2024J,,Jour,,720J,7,17-Feb-15,,
20-Jan-16,827N,808J,,Nuit,,5601,2,27-Jan-16,,
01-Jan-16,834J,6587,,Jour,,,7,27-Jan-16,,
22-Aug-14,887N,2027N,,Nuit,,2246N,3,02-Dec-14,,
09-Dec-15,889J,,,Jour,,,6,01-Aug-16,,
22-Aug-14,936N,2424N,,Nuit,,6116,3,13-Mar-16,,
22-Aug-14,966N,2307N,,Nuit,,1549N,2,26-Aug-14,,
05-Jan-16,154J,381J,,Jour,,5690,7,09-Feb-16,,
23-Aug-14,317N,2422N,,Nuit,,1603N,1,04-Sep-14,,
23-Aug-14,318J,1905J,,Jour,,166J,7,14-Sep-14,,
23-Aug-14,439N,421N,,Nuit,,1928J,1,14-Mar-15,,
23-Aug-14,713J,1076J,,Jour,,1785J,6,10-Oct-14,,
23-Aug-14,824J,2030J,,Jour,,1462J,6,24-Dec-14,,
24-Aug-15,159N,687N,,Nuit,,6115,2,04-Aug-16,,
05-Oct-15,138J,97N,,Jour,,1483N,6,18-Jan-16,,
24-Aug-15,200N,503N,,Nuit,,154N,2,09-Mar-16,,
11-May-15,229N,611N,,Nuit,,1942N,3,31-May-15,,
15-Sep-15,328J,,,Jour,,,7,25-Jul-16,,
23-Jun-15,368J,5105,,Jour,,4620,5,30-Jun-15,,
01-Jun-15,392J,1267J,,Jour,,148J,7,09-Jul-15,,
25-Aug-14,407J,395J,,Jour,,1547J,5,31-Mar-15,,
25-Aug-14,54N,2324N,,Nuit,,1790N,2,12-Sep-14,,
14-Aug-14,62N,1716N,,Nuit,,85N,3,25-Jul-16,,
21-Aug-15,654N,1378N,,Nuit,,1856J,2,14-Feb-16,,
25-Aug-14,699N,586N,,Nuit,,15N,4,13-Sep-14,,
14-Jun-15,71N,5783,,Nuit,,,7,31-Jan-16,,
25-Aug-14,740N,2429N,,Nuit,,410N,6,15-Sep-14,,
25-Aug-14,893J,243J,,Jour,,188J,3,14-Dec-14,,
22-Dec-15,936J,269J,,Jour,,,6,06-Feb-16,,
25-Aug-14,98N,2427N,,Nuit,,15N,2,12-Sep-14,,
08-Oct-14,740J,4678,,Jour,,1345J,7,17-Feb-15,,
27-Aug-14,123N,649N,,Nuit,,1375N,2,22-Sep-14,,
27-Aug-14,93N,357N,,Nuit,,2158N,2,31-Dec-15,,
13-Nov-15,1977,4471,,Nuit,,4675,7,09-May-16,,
,142N,2201N,,Nuit,,2200N,7,26-Aug-14,,
26-Aug-14,879N,305N,,Nuit,,1507N,1,15-Nov-14,,
22-Aug-14,766N,603N,,Nuit,,1341N,1,05-Nov-14,,
25-Aug-14,901N,4472,,Nuit,,1687N,6,15-Sep-14,,
22-Aug-14,207N,2366N,,Nuit,,1838N,3,12-Sep-14,,
26-Aug-14,684N,862N,,Nuit,,1235N,2,09-Feb-16,,
26-Aug-14,1007N,4474,,Nuit,,2391N,1,27-Aug-14,,
25-Aug-14,201N,2183N,,Nuit,,1803N,1,15-Sep-14,,
26-Aug-14,400N,4476,,Nuit,,714N,4,16-Nov-14,,
03-Dec-15,742J,521J,,Jour,,5571,6,09-Jun-16,,
25-Aug-14,299J,767J,,Jour,,1940J,6,15-Sep-14,,
27-Aug-14,1978,2417N,,Nuit,,,,31-Aug-14,,
27-Aug-14,434N,828N,,Nuit,,2320N,2,05-Oct-14,,
30-Jul-15,896N,4477,,Nuit,,,6,01-Feb-16,,
27-Aug-14,1007N,879N,,Nuit,,2391N,1,20-Sep-14,,
27-Aug-14,140N,4478,,Nuit,,,2,14-Jan-15,,
,1011N,1099J,,Nuit,,1660N,2,11-Sep-14,,
27-Aug-14,742J,856J,,Jour,,565J,7,16-Sep-14,,
27-Aug-14,1979,1250J,,Jour,,,4,29-Sep-14,,
29-Sep-14,1979,4631,,Jour,,,6,24-Nov-14,,
,265J,4479,,Jour,,1522J,7,27-Aug-14,,
30-Oct-15,1980,647J,,Jour,,1620N,7,14-Apr-16,,
22-Aug-14,647N,447N,,Nuit,,231N,2,20-Jan-16,,
22-Aug-14,947N,5990,,Nuit,,1848N,5,20-Jul-15,,
26-Aug-14,426N,527N,,Nuit,,213N,3,15-Sep-14,,
25-Aug-14,1981,514N,,Nuit,,,,08-Sep-14,,
27-Aug-14,147N,992N,,Nuit,,1503N,2,###############################################################################################################################################################################################################################################################,,
27-Aug-14,379N,331N,,Nuit,,207N,1,17-Dec-14,,
28-Aug-14,1034N,4482,,Nuit,,5243,4,12-Mar-15,,
26-Aug-14,124N,1112J,,Nuit,,1633N,5,17-Sep-14,,
14-Nov-15,298N,2218N,,Nuit,,1419N,3,27-Jan-16,,
28-Aug-14,103J,1259J,,Jour,,,7,16-Aug-18,,
,909J,,,Jour,,,6,01-Jun-21,,
26-Oct-15,324J,1045J,,Jour,,6165,7,18-Jan-16,,
30-Aug-14,344J,4484,,Jour,,1373J,3,01-Sep-14,,
,937N,1756N,,Nuit,,1506N,2,12-Sep-14,,
09-Sep-14,147N,434N,,Nuit,,6260,2,04-Jun-17,,
02-Dec-15,142N,2201N,,Nuit,,5038,6,10-Jun-16,,
18-Nov-15,533N,5897,,Nuit,,1290J,2,07-Apr-16,,
,1000N,N,,Nuit,,N,,15-Sep-14,,
14-Dec-15,100J,6594,,Jour,,6594,7,31-Jan-16,,
,100N,1621N,,Nuit,,84N,1,02-Aug-14,,
,101J,392J,,Jour,,1590J,6,12-Nov-14,,
,101J,393J,,Jour,,1471J,7,08-Oct-14,,
,101N,1044N,,Nuit,,1690N,4,04-Oct-14,,
,101N,2403N,,Nuit,,N,,23-Aug-14,,
,101N,684N,,Nuit,,1690N,1,15-Sep-14,,
,1021N,2333N,,Nuit,,5979,2,20-Mar-16,,
,1024N,2344N,,Nuit,,2231N,6,10-Oct-14,,
,1024N,2344N,,Nuit,,N,,13-Aug-14,,
,1025N,1073N,,Nuit,,5411,4,09-May-16,,
,1027N,2376N,,Nuit,,N,,19-Jan-15,,
,102J,394J,,Jour,,4845,7,30-Nov-14,,
08-Jun-15,102N,5858,,Nuit,,2350N,5,11-Feb-16,,
,1030N,2396N,,Nuit,,1942N,1,20-Jan-15,,
,1034N,704N,,Nuit,,N,,28-Aug-14,,
,1036N,1156N,,Nuit,,1501J,4,15-Oct-14,,
,103J,1009J,,Jour,,1475J,6,28-Aug-14,,
,103J,883J,,Jour,,1614J,6,01-Feb-15,,
,103N,2005N,,Nuit,,1419N,5,13-Jan-15,,
,104J,591J,,Jour,,1557J,5,02-Sep-14,,
,104N,371N,,Nuit,,1450N,5,24-Sep-14,,
,105J,1116J,,Jour,,6442,7,24-Jan-16,,
,105N,1423N,,Nuit,,1651N,2,28-Jan-15,,
,106J,646J,,Jour,,1339J,6,11-Apr-16,,
,106N,1027N,,Nuit,,,3,08-Jun-16,,
,107J,404J,,Jour,,1615J,7,25-Sep-14,,
,107J,405J,,Jour,,1615J,6,15-Aug-14,,
,107N,289N,,Nuit,,1662N,1,01-Jun-16,,
,108J,419J,,Jour,,1678J,6,16-Sep-14,,
21-Jan-16,108N,258N,,Nuit,,6634,2,11-Feb-16,796N,
,109J,587J,,Jour,,,2,30-Sep-15,508J,2
,109N,942N,,Nuit,,,2,02-Jan-15,,
,10J,697J,,Jour,,1481J,7,24-Oct-14,,
,10N,248N,,Nuit,,1517N,1,11-Aug-14,,
,10N,562N,,Nuit,,1517N,2,24-Sep-14,,
,110J,367J,,Jour,,168J,7,10-Oct-14,,
,110N,1082N,,Nuit,,109N,3,20-Aug-14,,
,111J,1061J,,Jour,,1861J,5,24-Nov-14,,
,111J,1107J,,Jour,,895J,4,26-Nov-14,,
,111N,1127N,,Nuit,,1522N,3,22-Sep-14,,
,112J,440J,,Jour,,,6,05-Mar-16,,
,112J,648J,,Jour,,6532,5,15-Jun-16,,
,112N,1741N,,Nuit,,1532N,5,03-Sep-14,,
,112N,96N,,Nuit,,1526N,1,12-Aug-14,,
,113J,644J,,Jour,,131J,7,26-Nov-14,,
,113N,920N,,Nuit,,206N,1,23-Oct-14,,
02-May-15,114J,1027J,,Jour,,,7,07-Jun-15,,
,114N,2018N,,Nuit,,6567,3,20-Mar-16,,
,115J,986J,,Jour,,,2,26-Jan-16,,
04-Mar-15,115N,4841,,Nuit,,6360,2,29-Mar-16,,
,116J,506J,,Jour,,1768J,1,03-Oct-16,,
,116N,2052N,,Nuit,,1943J,2,20-Dec-14,,
,117J,418J,,Jour,,1774J,4,11-Sep-14,,
,117N,390N,,Nuit,,5411,1,09-May-16,,
,118J,1007J,,Jour,,49J,1,14-Sep-14,,
23-Jul-15,118J,916J,,Jour,,49J,2,24-Aug-16,,
14-Jan-16,118N,6621,,Nuit,,151N,2,10-Feb-16,,
,119J,396J,,Jour,,5634,7,03-Jul-17,,
,119N,270N,,Nuit,,1448N,6,13-Feb-16,,
,11J,716J,,Jour,,470J,7,14-Apr-16,,
,11N,558N,,Nuit,,6258,2,02-May-16,,
10-Sep-15,120J,1639J,,Jour,,5329,1,07-Sep-16,,
,120N,969N,,Nuit,,2249N,2,16-Nov-14,,
,121J,1847J,,Jour,,912J,1,26-Jan-15,,
,121J,849J,,Jour,,,7,24-Jan-16,,
,121N,2082N,,Nuit,,1440N,1,30-Sep-14,,
,122J,1735J,,Jour,,175J,1,30-Sep-14,,
,122N,989N,,Nuit,,5727,1,22-Mar-16,,
,123J,639J,,Jour,,1371J,6,28-Feb-15,,
11-Mar-15,123N,5467,,Nuit,,1400J,2,30-Jun-15,,
,124N,655N,,Nuit,,1633N,5,26-Aug-14,,
,124N,939N,,Nuit,,1633N,1,18-Sep-14,,
15-Sep-15,125J,5948,,Jour,,1810J,6,10-Feb-16,,
,125N,1003N,,Nuit,,6320,3,26-Apr-16,,
03-Feb-16,126J,,,Jour,,71J,6,08-Mar-16,6564,6
03-Feb-16,126J,,,Jour,,71J,7,08-Mar-16,1877N,7
29-Apr-15,126N,930N,,Nuit,,1799J,2,10-Apr-16,,
20-May-15,126N,940N,,Nuit,,4620,3,03-Feb-16,,
